audio_codec,audio_start_basis,audio_start_offset_from_video_s,audio_start_s,container_start_s,existing_wav_bytes,existing_wav_pcm_sha256,extraction_parameters,fresh_extraction_duration_s,fresh_extraction_pcm_sha256,fresh_vs_source_audio_duration_diff_s,full_video_audio_decode,sample_id,source_audio_channels,source_audio_duration_s,source_audio_rate_hz,source_video_audio_duration_gap_s,status,time_axis_rule,video_codec,video_duration_s,video_frame_rate,video_height,video_path,video_size_bytes,video_start_s,video_width,wav_channels,wav_duration_s,wav_matches_fresh_pcm,wav_path,wav_sample_rate_hz,wav_sample_width_bytes,wav_zero_maps_to_source_time_s,issues
aac,源音轨 start_time,0.0,0.0,0.0,214414,431399a2b308603e92a3a6bfbceedbe5b64efd25988efb5ad7570bff24ecb7d5,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.698,431399a2b308603e92a3a6bfbceedbe5b64efd25988efb5ad7570bff24ecb7d5,4.999999999810711e-06,通过,-NFrJFQijFE$_$2,2,6.698005,44100,0.15799499999999966,通过,wav_time + audio_start_s = source_media_time_s,h264,6.856,25/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-NFrJFQijFE\2.mp4,1452918,0.0,1280,1,6.698,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-NFrJFQijFE$_$2.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,473838,4619fa4691041ba1ef6861d679dea60bf0f43616397a051ffcb2510c3e3a156c,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,14.805,4619fa4691041ba1ef6861d679dea60bf0f43616397a051ffcb2510c3e3a156c,1.100000000064938e-05,通过,-THoVjtIkeU$_$12,2,14.805011,44100,0.09101800000000004,通过,wav_time + audio_start_s = source_media_time_s,h264,14.896029,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-THoVjtIkeU\12.mp4,1262553,0.0,640,1,14.805,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-THoVjtIkeU$_$12.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,135438,52cb5d7726e6b62b7cb1d9664654232b36a2d52150c728fb4b6bb9c68e752ae8,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,4.23,52cb5d7726e6b62b7cb1d9664654232b36a2d52150c728fb4b6bb9c68e752ae8,0.0,通过,-THoVjtIkeU$_$2,2,4.23,44100,0.06199199999999916,通过,wav_time + audio_start_s = source_media_time_s,h264,4.291992,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-THoVjtIkeU\2.mp4,347917,0.0,640,1,4.23,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-THoVjtIkeU$_$2.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,255530,95c8e7f3ecefcf94adbcd31cee1f05a1e042d49c0e188149d54ab0051c6e4a4e,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,7.982875,95c8e7f3ecefcf94adbcd31cee1f05a1e042d49c0e188149d54ab0051c6e4a4e,0.00011799999999961841,通过,-THoVjtIkeU$_$6,2,7.982993,44100,0.11401199999999978,通过,wav_time + audio_start_s = source_media_time_s,h264,8.097005,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-THoVjtIkeU\6.mp4,801802,0.0,640,1,7.982875,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-THoVjtIkeU$_$6.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,328622,d77b6632bb60feae91e73133b06cd10813f7ec25943e7a618dd148689583cbd3,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,10.267,d77b6632bb60feae91e73133b06cd10813f7ec25943e7a618dd148689583cbd3,7.000000000090267e-06,通过,-UuX1xuaiiE$_$1,2,10.267007,44100,0.0829930000000001,通过,wav_time + audio_start_s = source_media_time_s,h264,10.35,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-UuX1xuaiiE\1.mp4,2032933,0.0,1280,1,10.267,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-UuX1xuaiiE$_$1.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,114506,20d94d0b00b34b1365618e50834c94aad98f1e58c62c20eaa7dbcc94fd6502dc,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,3.575875,20d94d0b00b34b1365618e50834c94aad98f1e58c62c20eaa7dbcc94fd6502dc,0.0001340000000000785,通过,-UuX1xuaiiE$_$0,2,3.576009,44100,0.05732399999999993,通过,wav_time + audio_start_s = source_media_time_s,h264,3.633333,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-UuX1xuaiiE\0.mp4,654518,0.0,1280,1,3.575875,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-UuX1xuaiiE$_$0.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,129294,dee18fb345218ac1884aa876312905bd47f07c059c5e03ad3c7d1d267af01e50,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,4.038,dee18fb345218ac1884aa876312905bd47f07c059c5e03ad3c7d1d267af01e50,4.999999999810711e-06,通过,-UuX1xuaiiE$_$3,2,4.038005,44100,0.09200799999999987,通过,wav_time + audio_start_s = source_media_time_s,h264,4.130013,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-UuX1xuaiiE\3.mp4,1424269,0.0,1280,1,4.038,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-UuX1xuaiiE$_$3.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,254280,03355558b6e4f446cd5f9ff5fa5ed1012a237e8aae8f0232e8b92db78836bcf0,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,7.9438125,03355558b6e4f446cd5f9ff5fa5ed1012a237e8aae8f0232e8b92db78836bcf0,0.00017849999999963728,通过,-UuX1xuaiiE$_$6,2,7.943991,44100,0.17000599999999988,通过,wav_time + audio_start_s = source_media_time_s,h264,8.113997,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-UuX1xuaiiE\6.mp4,1662602,0.0,1280,1,7.9438125,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-UuX1xuaiiE$_$6.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,706744,910c63cc060b453062dec043bb9c57197533981497b5af68ce89362ccf3fc37b,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,22.0833125,910c63cc060b453062dec043bb9c57197533981497b5af68ce89362ccf3fc37b,0.0006784999999993602,通过,-a55Q6RWvTA$_$3,2,22.083991,44100,0.06997999999999749,通过,wav_time + audio_start_s = source_media_time_s,h264,22.153971,30/1,270,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-a55Q6RWvTA\3.mp4,749365,0.0,480,1,22.0833125,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-a55Q6RWvTA$_$3.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,273284,e237423ad03bc9f3b72e2d3c980024f6a92548107cd5b29794d71d827cb9f67c,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,8.5376875,e237423ad03bc9f3b72e2d3c980024f6a92548107cd5b29794d71d827cb9f67c,0.0003174999999995265,通过,-aNfi7CP8vM$_$7,2,8.538005,44100,0.1569819999999993,通过,wav_time + audio_start_s = source_media_time_s,h264,8.694987,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-aNfi7CP8vM\7.mp4,430559,0.0,480,1,8.5376875,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-aNfi7CP8vM$_$7.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,348558,3629b23db96d846560f3e534b9a4543a459c14603d1d2983ed23d917f085ce58,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,10.89,3629b23db96d846560f3e534b9a4543a459c14603d1d2983ed23d917f085ce58,0.0,通过,-aqamKhZ1Ec$_$0,2,10.89,44100,0.07666699999999871,通过,wav_time + audio_start_s = source_media_time_s,h264,10.966667,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-aqamKhZ1Ec\0.mp4,2882018,0.0,1280,1,10.89,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-aqamKhZ1Ec$_$0.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,512658,35b3d49bef4df92314ad7b5881a1e295b692bccf5e03b362e85eaa62e03a0ca8,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,16.018125,35b3d49bef4df92314ad7b5881a1e295b692bccf5e03b362e85eaa62e03a0ca8,0.0008769999999991285,通过,-dxfTGcXJoc$_$1,2,16.019002,44100,0.1420010000000005,通过,wav_time + audio_start_s = source_media_time_s,h264,16.161003,30/1,240,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-dxfTGcXJoc\1.mp4,658423,0.0,320,1,16.018125,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-dxfTGcXJoc$_$1.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,653198,9ee85a181fc65e3670a7bca1998bab9a61a0d243b424e2f91fef679d49f02f5f,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,20.41,9ee85a181fc65e3670a7bca1998bab9a61a0d243b424e2f91fef679d49f02f5f,0.0,通过,-dxfTGcXJoc$_$0,2,20.41,44100,0.08999999999999986,通过,wav_time + audio_start_s = source_media_time_s,h264,20.5,30/1,240,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-dxfTGcXJoc\0.mp4,771408,0.0,320,1,20.41,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-dxfTGcXJoc$_$0.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,532334,725bd319256738e38ca70646075ac5e37601e892b75de0700798b0a43c54cd8b,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,16.633,725bd319256738e38ca70646075ac5e37601e892b75de0700798b0a43c54cd8b,7.000000000090267e-06,通过,-dxfTGcXJoc$_$2,2,16.632993,44100,0.06498900000000063,通过,wav_time + audio_start_s = source_media_time_s,h264,16.697982,30/1,240,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-dxfTGcXJoc\2.mp4,675725,0.0,320,1,16.633,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-dxfTGcXJoc$_$2.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,404174,46377348ce3dd0ec0c3776acada81aa65530420c3649c126d2cfce4e8a25ff07,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,12.628,46377348ce3dd0ec0c3776acada81aa65530420c3649c126d2cfce4e8a25ff07,4.999999999810711e-06,通过,-dxfTGcXJoc$_$6,2,12.628005,44100,0.10702099999999959,通过,wav_time + audio_start_s = source_media_time_s,h264,12.735026,30/1,240,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-dxfTGcXJoc\6.mp4,428971,0.0,320,1,12.628,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-dxfTGcXJoc$_$6.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,189518,d6ca71a1fea5c3b7eca19595db8b892749158977f70eca2e41109d57be2e8433,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,5.92,d6ca71a1fea5c3b7eca19595db8b892749158977f70eca2e41109d57be2e8433,0.0,通过,-egA8-b7-3M$_$26,2,5.92,44100,0.11099000000000014,通过,wav_time + audio_start_s = source_media_time_s,h264,6.03099,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-egA8-b7-3M\26.mp4,688886,0.0,640,1,5.92,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-egA8-b7-3M$_$26.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,227118,709f0a995c86885e87ab755d3efb35b5393cb260f990133ae42ecb7f92d4fc15,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,7.095,709f0a995c86885e87ab755d3efb35b5393cb260f990133ae42ecb7f92d4fc15,1.100000000064938e-05,通过,-egA8-b7-3M$_$17,2,7.095011,44100,0.176018,通过,wav_time + audio_start_s = source_media_time_s,h264,7.271029,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-egA8-b7-3M\17.mp4,774900,0.0,640,1,7.095,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-egA8-b7-3M$_$17.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,264580,dc3e15dcb6bf5a3b35c159e1719e40c07cbf5080f4782280de6a18c04e3197e6,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,8.2656875,dc3e15dcb6bf5a3b35c159e1719e40c07cbf5080f4782280de6a18c04e3197e6,0.0003215000000000856,通过,-egA8-b7-3M$_$18,2,8.266009,44100,0.11999400000000016,通过,wav_time + audio_start_s = source_media_time_s,h264,8.386003,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-egA8-b7-3M\18.mp4,737865,0.0,640,1,8.2656875,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-egA8-b7-3M$_$18.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,175534,81fab02fedcd90517364174dc5a86ba975cc9c9816f2797b0908266ad82f862c,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,5.483,81fab02fedcd90517364174dc5a86ba975cc9c9816f2797b0908266ad82f862c,7.000000000090267e-06,通过,-egA8-b7-3M$_$16,2,5.482993,44100,0.05502800000000008,通过,wav_time + audio_start_s = source_media_time_s,h264,5.538021,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-egA8-b7-3M\16.mp4,391465,0.0,640,1,5.483,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-egA8-b7-3M$_$16.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,128842,c367fd1292c106556f43bfb350dca0a85f6a8a2f2a631f047945d7c0385e7039,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,4.023875,c367fd1292c106556f43bfb350dca0a85f6a8a2f2a631f047945d7c0385e7039,0.00011599999999933885,通过,-egA8-b7-3M$_$13,2,4.023991,44100,0.15999300000000005,通过,wav_time + audio_start_s = source_media_time_s,h264,4.183984,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-egA8-b7-3M\13.mp4,394399,0.0,640,1,4.023875,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-egA8-b7-3M$_$13.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,325070,6b2215050365877e17397e53a0931f0cfca40f0da0cf1a5aa6cec9ce80f0731d,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,10.156,6b2215050365877e17397e53a0931f0cfca40f0da0cf1a5aa6cec9ce80f0731d,8.999999998593466e-06,通过,-egA8-b7-3M$_$1,2,10.156009,44100,0.1100070000000013,通过,wav_time + audio_start_s = source_media_time_s,h264,10.266016,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-egA8-b7-3M\1.mp4,658247,0.0,640,1,10.156,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-egA8-b7-3M$_$1.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,197934,4a0e9f37d82e432e58b54a798b38f4a6668a3a3790726ba1a3e48c1019d1d187,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.183,4a0e9f37d82e432e58b54a798b38f4a6668a3a3790726ba1a3e48c1019d1d187,7.000000000090267e-06,通过,-egA8-b7-3M$_$6,2,6.182993,44100,0.08198099999999986,通过,wav_time + audio_start_s = source_media_time_s,h264,6.264974,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-egA8-b7-3M\6.mp4,446118,0.0,640,1,6.183,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-egA8-b7-3M$_$6.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,158030,4e70d356c8bdd7246cc5440c790eb217c3c8ecb7b455d9fb262588d2f01e1ca9,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,4.936,4e70d356c8bdd7246cc5440c790eb217c3c8ecb7b455d9fb262588d2f01e1ca9,9.000000000369823e-06,通过,-egA8-b7-3M$_$9,2,4.936009,44100,0.15396499999999946,通过,wav_time + audio_start_s = source_media_time_s,h264,5.089974,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-egA8-b7-3M\9.mp4,581652,0.0,640,1,4.936,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-egA8-b7-3M$_$9.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,207260,b5e3ee1c92572e697550dd67245dab5cc60ab4b891e240b279b5a5e4a702e17e,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.4744375,b5e3ee1c92572e697550dd67245dab5cc60ab4b891e240b279b5a5e4a702e17e,0.0005735000000006707,通过,-egA8-b7-3M$_$20,2,6.475011,44100,0.16997600000000013,通过,wav_time + audio_start_s = source_media_time_s,h264,6.644987,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-egA8-b7-3M\20.mp4,823539,0.0,640,1,6.4744375,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-egA8-b7-3M$_$20.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,177294,067c7341cdca5af4b5727403faaca2c91dd1a5e414a36d7a1387834a1d6df341,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,5.538,067c7341cdca5af4b5727403faaca2c91dd1a5e414a36d7a1387834a1d6df341,4.999999999810711e-06,通过,-iRBcNs9oI8$_$3,2,5.538005,44100,0.08299500000000037,通过,wav_time + audio_start_s = source_media_time_s,h264,5.621,30000/1001,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-iRBcNs9oI8\3.mp4,988521,0.0,1280,1,5.538,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-iRBcNs9oI8$_$3.wav,16000,2,0.0,[]
