sample_id,status,decoded_frame_count,sampled_frame_count,face_detected_frame_count,multi_face_frame_count,face_valid_frame_count,no_face_frame_count,small_single_face_frame_count,first_frame_time_source_s,last_frame_time_source_s,first_frame_time_wav_s,last_frame_time_wav_s,max_sampled_frame_gap_s,frames_after_reported_video_end_count,last_pts_minus_reported_video_end_s,video_start_s,audio_start_s,feature_file,feature_file_sha256,elapsed_s
-UuX1xuaiiE$_$3,passed,123,41,41,0,41,0,0,0.0,4.0,0.0,4.0,0.10000000000000009,0,-0.13001299999999993,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-UuX1xuaiiE$_$3.npz,325f27d921ba376412002af7f3f902b9036d984ba709febbc53c07241d4a51cf,0.808
-UuX1xuaiiE$_$6,passed,240,81,81,5,76,0,0,0.0,8.066666666666666,0.0,8.066666666666666,0.16666666666666607,0,-0.04733033333333303,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-UuX1xuaiiE$_$6.npz,ea4e94aefba73a01a7a1107ccc87f4735c866c4d78f671deb313f436a12d71ae,1.358
-a55Q6RWvTA$_$3,passed,664,222,222,0,222,0,0,0.0,22.1,0.0,22.1,0.10000000000000142,0,-0.053970999999997105,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-a55Q6RWvTA$_$3.npz,25831b4042891e83f32430a7eed8a05df72f262a38a310131ee626de4de09785,2.065
-aNfi7CP8vM$_$7,passed,257,87,87,0,87,0,0,0.0,8.633333333333333,0.0,8.633333333333333,0.13333333333333286,0,-0.061653666666666496,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-aNfi7CP8vM$_$7.npz,107e0bc50c34a04586dad1140401ac53b887e0fcc1deb6f32202dee89cd5b839,0.872
-aqamKhZ1Ec$_$0,passed,329,110,110,0,110,0,0,0.0,10.9,0.0,10.9,0.10000000000000142,0,-0.06666699999999892,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-aqamKhZ1Ec$_$0.npz,ef696347c6d32df80d8f28f77bfe8b6c3757b5df4695c142e344a5d1d690105d,1.815
-dxfTGcXJoc$_$1,passed,482,162,162,0,162,0,0,0.0,16.1,0.0,16.1,0.13333333333333464,0,-0.061002999999999474,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-dxfTGcXJoc$_$1.npz,9f3c53d2cda5e8bb67cc75b93ffd1d8b19fe8f801ce8cb6157f62d28b95675c1,1.485
-dxfTGcXJoc$_$0,passed,615,206,160,0,160,46,0,0.0,20.5,0.0,20.5,0.10000000000000142,0,0.0,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-dxfTGcXJoc$_$0.npz,ea598a244da14992bbc37a3d0a0d69aaaa6d9c006e736d8f27cc5270b5e9c4a8,1.64
-dxfTGcXJoc$_$2,passed,500,167,167,0,167,0,0,0.0,16.6,0.0,16.6,0.10000000000000142,0,-0.09798199999999824,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-dxfTGcXJoc$_$2.npz,350d9fdf79cb66d3b2a7b6127448c3ff007f3fce8ef6e9c91a57f30d4945adf7,1.539
-dxfTGcXJoc$_$6,passed,381,128,128,0,128,0,0,0.0,12.7,0.0,12.7,0.10000000000000142,0,-0.035026000000000224,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-dxfTGcXJoc$_$6.npz,92353c3525acc872ffa224080b9356c00ef536f5dfe07c46d3d920d10288dcfc,1.218
-egA8-b7-3M$_$26,passed,179,60,60,0,60,0,0,0.0,5.9,0.0,5.9,0.10000000000000053,0,-0.13098999999999972,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-egA8-b7-3M$_$26.npz,4416b3fb63230187d09f2aa90c4a9cfbd7f6f445731c6bc89ee8f2b2de950083,0.664
-egA8-b7-3M$_$17,passed,215,73,73,0,73,0,0,0.0,7.233333333333333,0.0,7.233333333333333,0.13333333333333375,0,-0.037695666666667016,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-egA8-b7-3M$_$17.npz,fb15dfe608adc09a5e3eedd7780ced973858c13537d3e8f09e8182df462b5562,0.807
-egA8-b7-3M$_$18,passed,250,84,84,0,84,0,0,0.0,8.333333333333334,0.0,8.333333333333334,0.13333333333333464,0,-0.052669666666666615,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-egA8-b7-3M$_$18.npz,59af9e3a864fa54879b3dc1928beda9c458342ac2f0d538ba22e4679ddabfd1b,0.94
-egA8-b7-3M$_$16,passed,166,56,56,0,56,0,0,0.0,5.5,0.0,5.5,0.10000000000000053,0,-0.03802099999999964,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-egA8-b7-3M$_$16.npz,03341fd6bb961663180787152ae7884fc48848bcdc7d98705e9219055d86d474,0.629
-egA8-b7-3M$_$13,passed,123,42,42,0,42,0,0,0.0,4.133333333333334,0.0,4.133333333333334,0.13333333333333375,0,-0.050650666666665956,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-egA8-b7-3M$_$13.npz,0407c78ba1b88e0cbbe6dcbda697d3f9045553528f5699a983b8e35251657856,0.472
-egA8-b7-3M$_$1,passed,306,103,103,0,103,0,0,0.0,10.2,0.0,10.2,0.10000000000000142,0,-0.06601600000000118,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-egA8-b7-3M$_$1.npz,152cd73b872e6fdfa54d71a41c31bdc1b16ffa118a0b83aa79e7f984586a5c64,1.068
-egA8-b7-3M$_$6,passed,187,63,63,0,63,0,0,0.0,6.2,0.0,6.2,0.10000000000000053,0,-0.06497399999999942,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-egA8-b7-3M$_$6.npz,4700114f4844c9ca86c108e35e70f99ec9ed78d161415ad1a926b3f2aaf5192e,0.7
-egA8-b7-3M$_$9,passed,150,51,51,0,51,0,0,0.0,5.033333333333333,0.0,5.033333333333333,0.13333333333333286,0,-0.05664066666666656,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-egA8-b7-3M$_$9.npz,d8ce8762d2307422b4a1b2e30d73f6c9b92de2b7b6509cb74ecc9961db5d3839,0.565
-egA8-b7-3M$_$20,passed,196,66,66,0,66,0,0,0.0,6.6,0.0,6.6,0.1999999999999993,0,-0.044987000000000776,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-egA8-b7-3M$_$20.npz,ef4aa36ceefad9a045faae5d63bfcd6098bc8826380fe14f5fcd2da493f68c19,0.738
-iRBcNs9oI8$_$3,passed,167,56,0,0,0,56,0,0.0,5.5055,0.0,5.5055,0.1001000000000003,0,-0.11550000000000082,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-iRBcNs9oI8$_$3.npz,c391c5f3e7a9ea699b0d843393df073bcfe049f2d0832932c43ff39ac68e67c3,0.529
-iRBcNs9oI8$_$7,passed,120,41,0,0,0,41,0,0.0,4.037366666666666,0.0,4.037366666666666,0.13346666666666618,0,-0.06663333333333377,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-iRBcNs9oI8$_$7.npz,d4953b984ae4ac321c4bc3a4f6aefd859794c30bdf9f6583349df02737fa7da5,0.433
-iRBcNs9oI8$_$6,passed,85,29,0,0,0,29,0,0.0,2.8361666666666667,0.0,2.8361666666666667,0.13346666666666662,0,-0.0668333333333333,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-iRBcNs9oI8$_$6.npz,2f674b80d404469e19ff56aa98086611df49f51f621d65bd3af89e51ec8f7923,0.432
-iRBcNs9oI8$_$9,passed,102,34,0,0,0,34,0,0.0,3.3033,0.0,3.3033,0.1001000000000003,0,-0.1126999999999998,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-iRBcNs9oI8$_$9.npz,1b091ddd2651fa490278c114d9266cf89afc1befcf7b35832b16a8bf3c99dd5e,0.464
-iRBcNs9oI8$_$8,passed,241,81,0,0,0,81,0,0.0,8.041366666666667,0.0,8.041366666666667,0.13346666666666707,0,-0.0516333333333332,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-iRBcNs9oI8$_$8.npz,773f7855d6fa88d9481b7e3ad6b8517c5bba0d3ee028249567831558c6961374,0.694
-lzEya4AM_4$_$5,passed,229,77,77,0,77,0,0,0.0,7.633333333333334,0.0,7.633333333333334,0.13333333333333375,0,-0.041666666666666075,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-lzEya4AM_4$_$5.npz,78691be5e54495f43eee133730f2026c0f39972d24ea61eb7f0e5022aa994c97,0.787
-lzEya4AM_4$_$6,passed,443,148,146,0,146,2,0,0.0,14.7,0.0,14.7,0.10000000000000142,0,-0.09199200000000118,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-lzEya4AM_4$_$6.npz,94f50504a0f9913d62b921c871036e749f60a60c5a4167e7653576ee6e4f3833,1.529
-mJ2ud6oKI8$_$1,passed,182,61,0,0,0,61,0,0.0,6.006,0.0,6.006,0.1001000000000003,0,-0.09699999999999953,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-mJ2ud6oKI8$_$1.npz,f1f4b9ffa3eca6e37c63b4dcca5da8741acddca0dc56cca30b1b2a2cdc373f04,0.473
-mJ2ud6oKI8$_$2,passed,171,57,0,0,0,57,0,0.0,5.6056,0.0,5.6056,0.1001000000000003,0,-0.12539999999999996,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-mJ2ud6oKI8$_$2.npz,da79ef847865ff6d84899357b978ec932ac650536c7520a75ebe7b6d7f638ff9,0.618
-mJ2ud6oKI8$_$6,passed,67,23,23,0,23,0,0,0.0,2.2022,0.0,2.2022,0.1001000000000003,0,-0.05480000000000018,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-mJ2ud6oKI8$_$6.npz,5e8782e6bf96bd349a20ae9b1b2370886f08b40b719cfa67defed543605d0999,0.396
-mJ2ud6oKI8$_$9,passed,208,70,70,0,70,0,0,0.0,6.973633333333333,0.0,6.973633333333333,0.16683333333333294,0,-0.059366666666667456,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-mJ2ud6oKI8$_$9.npz,f6579fa1a87de2e59fad657e765128b87e1b8c4014e7ab252bff0095e19444b2,1.14
-mJ2ud6oKI8$_$8,passed,125,42,42,0,42,0,0,0.0,4.1041,0.0,4.1041,0.1001000000000003,0,-0.08790000000000031,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-mJ2ud6oKI8$_$8.npz,dcb6b3394d3b3ea17711ee72cb1f1ee8d9e2be681d7a5b0620fd0e8d617b98d6,0.818
-mqbVkbCndg$_$0,passed,194,65,65,0,65,0,0,0.0,6.4,0.0,6.4,0.10000000000000053,0,-0.06666699999999981,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-mqbVkbCndg$_$0.npz,84328a29f69005f35f1cfc92a6f30d2f08953fad774287e442979e2b361127d3,0.89
-t217m2on-s$_$2,passed,170,57,57,0,57,0,0,0.0,5.6,0.0,5.6,0.10000000000000053,0,-0.08600300000000072,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-t217m2on-s$_$2.npz,ba27ee5de0ebf639409ddad58bae55ad75035ce95b7d3a2c1c9537bbcb8d070a,0.61
-t217m2on-s$_$7,passed,512,172,172,0,172,0,0,0.0,17.133333333333333,0.0,17.133333333333333,0.13333333333333286,0,-0.04967466666666809,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-t217m2on-s$_$7.npz,75d1999692f4ae950fbdc62ff7c1df30b2503a5c360b71bd6ac56aae8acbc7f7,1.661
-tANM6ETl_M$_$3,passed,200,68,68,0,68,0,0,0.0,6.7,0.0,6.7,0.13333333333333375,0,-0.05800800000000006,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-tANM6ETl_M$_$3.npz,ef436c92c4c8580f05f2ee090b3cd64f486402c37b736a9dcbdcd144f1b14489,1.104
-tPCytz4rww$_$11,passed,164,55,55,0,55,0,0,0.0,5.4,0.0,5.4,0.10000000000000053,0,-0.06699199999999994,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-tPCytz4rww$_$11.npz,757b356403c7f487ec698748f8cdb6c00f9a9a3d1e9bf15d067ae09d9993a0e3,0.553
-tPCytz4rww$_$10,passed,142,48,48,0,48,0,0,0.0,4.733333333333333,0.0,4.733333333333333,0.13333333333333375,0,-0.05566366666666678,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-tPCytz4rww$_$10.npz,dc328bf914bb86b5c9d31942a94558694f5ca1025762133557d602ac85bd147b,0.513
-tPCytz4rww$_$12,passed,353,119,119,0,119,0,0,0.0,11.8,0.0,11.8,0.13333333333333286,0,-0.06399699999999875,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-tPCytz4rww$_$12.npz,b00e5945e72c3cdaf7efd97d166be10d5107c2f274a3868c1a1148b0216812ca,1.176
-tPCytz4rww$_$16,passed,216,72,72,0,72,0,0,0.0,7.1,0.0,7.1,0.10000000000000053,0,-0.10599000000000025,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-tPCytz4rww$_$16.npz,caf1bc1412090367c7b038edeb835d72bac97096f245b5fd90688274a6ba6150,0.716
-tPCytz4rww$_$18,passed,199,67,67,0,67,0,0,0.0,6.6,0.0,6.6,0.10000000000000053,0,-0.044987000000000776,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-tPCytz4rww$_$18.npz,0c43eabf6b1bf644fafe06c5d2fc17cf4008604d7e5802ab728b97305d7ed70f,0.677
-vxjVxOeScU$_$4,passed,272,91,91,0,91,0,0,0.0,9.0,0.0,9.0,0.10000000000000142,0,-0.12701799999999963,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-vxjVxOeScU$_$4.npz,ec7b765e26697bfc4724b4067e969810386e5cd702b55fd235365e552efdfddf,0.96
-wMB_hJL-3o$_$7,passed,181,61,61,0,61,0,0,0.0,6.0,0.0,6.0,0.10000000000000053,0,-0.044010000000000105,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-wMB_hJL-3o$_$7.npz,e5eefe522b1d3b736124849ab9ee07283487974405bbe96bd01063b5cef67dcb,0.592
-wny0OAz3g8$_$1,passed,205,69,12,0,12,57,0,0.0,6.8,0.0,6.8,0.10000000000000053,0,-0.044010000000000105,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-wny0OAz3g8$_$1.npz,906387b0e06efe69badf43dfa2581b3a9d7af47b6fdf211bbdb5b44b94e63733,0.909
-wny0OAz3g8$_$0,passed,100,34,28,0,28,6,0,0.0,3.3,0.0,3.3,0.10000000000000009,0,-0.03333300000000028,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-wny0OAz3g8$_$0.npz,379afd7eb813e89071f8c665180fb7f7bd7d7fb621f944de6f30e104cab8c97e,0.48
-wny0OAz3g8$_$3,passed,184,62,11,0,11,51,0,0.0,6.1,0.0,6.1,0.10000000000000053,0,-0.046029000000000764,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-wny0OAz3g8$_$3.npz,89b7d299548df1b83c3861d14ba969ae569f1125fbfe230c4307e0981b0acb64,0.888
-wny0OAz3g8$_$2,passed,197,67,55,0,55,12,0,0.0,6.633333333333334,0.0,6.633333333333334,0.13333333333333375,0,-0.05364566666666626,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-wny0OAz3g8$_$2.npz,dc36431507f252a15c405de856b29cd545e75fecff60ee51ce59cfe75d97dfa0,1.056
-wny0OAz3g8$_$5,passed,204,69,12,0,12,57,0,0.0,6.866666666666666,0.0,6.866666666666666,0.16666666666666607,0,-0.0453123333333334,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-wny0OAz3g8$_$5.npz,75c2f9be2e0e2f367bcfbe7aebe8f860f696171497bb563764ad0c1a022f2cf7,0.929
-wny0OAz3g8$_$7,passed,240,81,28,0,28,53,0,0.0,8.033333333333333,0.0,8.033333333333333,0.13333333333333286,0,-0.03463566666666651,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-wny0OAz3g8$_$7.npz,535e10e045e80cc0c12f67e41ebddf47c2212bea4d5586ac8ed54d9ad9f12752,0.971
-wny0OAz3g8$_$9,passed,183,62,57,0,57,5,0,0.0,6.166666666666667,0.0,6.166666666666667,0.16666666666666696,0,-0.046354333333333386,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-wny0OAz3g8$_$9.npz,bd57aab0297b874a20c3abb4846c6eb6cf697e9cdff0bccc184aba7b73d817dd,0.963
-571d8cVauQ$_$0,passed,152,52,50,0,50,2,0,0.0,5.133333333333334,0.0,5.133333333333334,0.13333333333333375,1,0.06666633333333394,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-571d8cVauQ$_$0.npz,35745a115eba1b52f80044a550a0539c5f3ed60734ce2378436e7cf5834c1e79,0.512
-571d8cVauQ$_$5,passed,455,153,153,0,153,0,0,0.0,15.233333333333333,0.0,15.233333333333333,0.13333333333333286,0,-0.03964866666666822,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-571d8cVauQ$_$5.npz,b871893f4c8b80a14d5cdfc747620d3ee22c31eb23f0dc8162c7cef45829c7ce,1.488
-I_e4mIh0yE$_$1,passed,225,76,76,0,76,0,0,0.0,7.566666666666666,0.0,7.566666666666666,0.16666666666666607,0,-0.05533833333333327,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-I_e4mIh0yE$_$1.npz,b4c29f14164787441a9c04f15521c17eff0b595d962e57a3fe18588ee88ff12b,0.765
-I_e4mIh0yE$_$3,passed,271,91,91,0,91,0,0,0.0,9.1,0.0,9.1,0.1999999999999993,0,-0.06302100000000088,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-I_e4mIh0yE$_$3.npz,1c35a90b136aa4cde4ba760f0ec5252a4e95cb615ddc855f45b2435ecbbae8c4,0.919
-UacrmKiTn4$_$10,passed,218,74,74,0,74,0,0,0.0,7.3,0.0,7.3,0.13333333333333375,0,-0.061979000000000006,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-UacrmKiTn4$_$10.npz,6d373ff9cfc91ec28bc9ad5057d8100ad8371a58873b17faf97590b80a85bae1,0.752
-UacrmKiTn4$_$4,passed,142,48,48,0,48,0,0,0.0,4.7,0.0,4.7,0.10000000000000053,0,-0.04101599999999994,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-UacrmKiTn4$_$4.npz,44720a596d1831fe02bcd58e478342208988b2adfa2dae60ffd5b5d173a83a56,0.485
-hnBHBN8p5A$_$7,passed,176,73,0,0,0,73,0,0.0,7.215544444444444,0.0,7.215544444444444,0.12512222222222302,0,-0.15645555555555557,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-hnBHBN8p5A$_$7.npz,533a3cf2a2c1d426637a933b7ce7aa008616144c651e3e2186e1a9e61f78ff1f,0.775
-hnBHBN8p5A$_$6,passed,153,64,0,0,0,64,0,0.0,6.339666666666667,0.0,6.339666666666667,0.12512222222222302,0,-0.061333333333332796,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-hnBHBN8p5A$_$6.npz,3e80c9d08a878f1a22703ae95d81a7e4a65583a7abb36affbbdd68b5336fa14d,0.734
-qDkUB0GgYY$_$6,passed,140,47,47,0,47,0,0,0.0,4.6,0.0,4.6,0.10000000000000053,0,-0.07799500000000048,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-qDkUB0GgYY$_$6.npz,0c859f90c7502eed81dcbf461d0a0f465fea9961f88f936748458a82ff73ecfa,0.489
-uywlfIYOS8$_$4,passed,179,61,61,0,61,0,0,0.0,6.0,0.0,6.0,0.13333333333333375,0,-0.04498699999999989,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-uywlfIYOS8$_$4.npz,a675aa8f266377d55ecae2b6e9ebfa01c03568af17df4250b5c274ba53cc3ffd,0.653
-6rXp3zJ3kc$_$8,passed,384,128,128,0,128,0,0,0.0,12.7,0.0,12.7,0.10000000000000142,0,-0.10501300000000136,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-6rXp3zJ3kc$_$8.npz,0f29da9b01bec2152527bd8ee4d32b7c7a27a6bc78024e2e81ce41ba0740e22e,1.216
-9y-fZ3swSY$_$0,passed,205,69,66,0,66,3,0,0.0,6.8,0.0,6.8,0.10000000000000053,0,-0.033332999999999835,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-9y-fZ3swSY$_$0.npz,f3521be192b6aac11d42e7f78c35a60e7df2ff51b2793cb85dfd4fa7573d7074,0.973
-9y-fZ3swSY$_$4,passed,81,28,26,0,26,2,0,0.0,2.7666666666666666,0.0,2.7666666666666666,0.16666666666666652,0,-0.05436233333333318,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-9y-fZ3swSY$_$4.npz,6feff1008c9b16f35ff1740e2650b43fde51a1e108781ae424692312ff3e026e,0.612
-9y-fZ3swSY$_$8,passed,149,50,23,0,23,27,0,0.0,4.9,0.0,4.9,0.10000000000000053,0,-0.08899699999999999,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-9y-fZ3swSY$_$8.npz,c8719fe160039b65b162b01b4047e674e40b1b12f01f2373abf5de03a411d7a3,0.87
-AUZQgSxyPQ$_$2,passed,674,225,225,0,225,0,0,0.0,22.4,0.0,22.4,0.10000000000000142,0,-0.11100300000000018,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-AUZQgSxyPQ$_$2.npz,d1ebd9eaf77c35955dc58173e1f5b147c995c13d26c5f02aa462f828f380e989,3.503
-HeZS2-Prhc$_$2,passed,246,83,83,0,83,0,0,0.0,8.2,0.0,8.2,0.10000000000000053,0,-0.061979000000000894,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-HeZS2-Prhc$_$2.npz,6c5786db5fc68698a4e57a02f7e548cea94fb27215c949148ef46914cd214a9b,0.889
-MeTTeMJBNc$_$0,passed,279,94,93,0,93,1,0,0.0,9.3,0.0,9.3,0.10000000000000142,0,0.0,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-MeTTeMJBNc$_$0.npz,0a16d234e7f81c16c47ff070ae4513c36ab7d9f03c620c97c03e2ed26b493c4a,0.891
